State,Year,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),Quantity of Fuel Consumed,Tons of CO2 Emissions,Metric Tonnes of CO2 Emissions
AK,2013,4864278243.0,2060708.0,56642145.0,53360690.0,37320289.0,4153725.98,3768235.48
AK,2014,4291935947.0,3813977.0,53259139.0,46972358.0,35050483.0,3921594.1,3557646.79
AK,2015,4503829153.0,3960620.0,53251550.0,46689620.0,33492171.0,4052559.52,3676457.94
AK,2016,4465955881.0,4435104.0,50247520.0,42871402.0,31445535.0,3820915.0,3466309.0
AK,2017,4671257638.0,4601270.0,51395494.0,43782673.0,32283083.0,3892782.0,3531516.0
AK,2018,4385744599.0,4549096.0,48234742.0,40698465.0,28693701.0,3736302.0,3389551.0
AK,2019,4271241062.0,4450218.0,48749683.0,41483338.0,27947337.0,3825467.0,3470440.0
AK,2020,4348350684.0,4750627.0,48731332.0,41018056.0,26586349.0,3812740.0,3458861.0
AK,2021,4740776104.0,4956136.0,50621580.0,42635636.0,29084781.0,3920868.0,3556952.0
AK,2022,4803835592.0,5056724.0,51600732.0,43501372.0,30407812.0,3958942.0,3591503.0
AK,2023,4798364037.0,4764591.0,52130900.0,44364970.0,31103506.0,3973395.0,3604604.0
AK,2024,4805845506.0,4885954.0,52023816.0,44134957.0,30129209.0,4008035.0,3636027.0
AL,2013,93714296884.0,17417574.0,867682443.0,838137651.0,384800826.0,73838697.57,66986026.96
AL,2014,95670461583.0,17897807.0,883840510.0,852412424.0,400599631.0,74553545.35,67634532.67999999
AL,2015,97339094200.0,17630021.0,874339446.0,843175454.0,450798362.0,71034184.34,64441789.28
AL,2016,92107856384.0,31714620.0,810125263.0,762657750.0,463656906.0,63686745.0,57776234.0
AL,2017,84459771845.0,32568566.0,747099018.0,698748814.0,431297178.0,58633646.0,53192095.0
AL,2018,90643642193.0,33048740.0,801533482.0,752075089.0,483681875.0,61882865.0,56139765.0
AL,2019,83872357550.0,31009827.0,740251855.0,694352965.0,472072666.0,56042595.0,50841507.0
AL,2020,76972044774.0,30737355.0,667080035.0,623146078.0,445280634.0,49386084.0,44802357.0
AL,2021,81370699341.0,36077969.0,716541610.0,664310822.0,447155453.0,54685534.0,49609944.0
AL,2022,88202352524.0,30824273.0,770084352.0,725502057.0,504164544.0,57597976.0,52252066.0
AL,2023,81054864081.0,35774853.0,706586032.0,654244084.0,502337954.0,50796289.0,46081675.0
AL,2024,85547353277.0,35980827.0,738956989.0,687338497.0,519332328.0,53480228.0,48516503.0
AR,2013,44090863501.0,12392406.0,433263552.0,413962430.0,123534097.0,41166031.650000006,37345578.9
AR,2014,42876814999.0,11589701.0,423002998.0,404893515.0,103082142.0,41103225.79,37288601.8
AR,2015,36678887477.0,12645820.0,351726220.0,331880910.0,135415357.0,31511664.78,28587194.76
AR,2016,42019257485.0,12376030.0,395234074.0,377608918.0,161300766.0,34971421.0,31725866.0
AR,2017,43652866565.0,12185935.0,407671033.0,390237063.0,154160403.0,36730606.0,33321792.0
AR,2018,50660409813.0,13460939.0,471444713.0,452231677.0,183053806.0,42272601.0,38349453.0
AR,2019,45137812364.0,13301163.0,415031988.0,396086750.0,186726172.0,35840289.0,32514094.0
AR,2020,33777450731.0,11217263.0,309773349.0,293764400.0,154953810.0,25870301.0,23469172.0
AR,2021,42111561092.0,11228619.0,380033260.0,364230802.0,173208807.0,32612719.0,29585793.0
AR,2022,46467842001.0,11351244.0,415793494.0,399730775.0,211251648.0,34505167.0,31302599.0
AR,2023,43383351967.0,11012687.0,386654057.0,371107693.0,212162451.0,31265252.0,28363393.0
AR,2024,40447907487.0,11630421.0,368074316.0,351846672.0,205187060.0,29606067.0,26858207.0
AZ,2013,73219971877.0,268067.0,681346121.0,680631350.0,248230861.0,61003637.11,55342136.51
AZ,2014,69963751387.0,83546.0,656472655.0,656256259.0,230236777.0,59175964.66,53684083.0
AZ,2015,69872389227.0,20769.0,640053211.0,640008317.0,269745742.0,55336739.62,50201160.92
AZ,2016,64637794718.0,804131.0,586507229.0,585454743.0,273851927.0,49086256.0,44530763.0
AZ,2017,61043566071.0,809463.0,564159890.0,563101581.0,242593315.0,48213777.0,43739255.0
AZ,2018,67962644060.0,795517.0,623586908.0,622529777.0,303116016.0,51539881.0,46756674.0
AZ,2019,69366089015.0,868324.0,621320253.0,620150361.0,370929075.0,48018402.0,43562008.0
AZ,2020,64565228381.0,1003836.0,552296634.0,550750467.0,398865753.0,39367856.0,35713962.0
AZ,2021,62397239108.0,870568.0,525467792.0,524272519.0,367848956.0,37781487.0,34274829.0
AZ,2022,58534916514.0,881810.0,499005624.0,497792191.0,348447067.0,36318869.0,32947964.0
AZ,2023,64917624265.0,941103.0,546679710.0,545304015.0,410543508.0,38347696.0,34788488.0
AZ,2024,64934533018.0,941734.0,540839916.0,539415161.0,426802025.0,36836775.0,33417804.0
CA,2013,133159944748.0,99668881.0,1101260414.0,1025500621.0,1002555025.0,63187519.2,57323341.33
CA,2014,133832276498.0,94137671.0,1104469626.0,1036203838.0,1003090470.0,63389486.82,57506565.28
CA,2015,128827275130.0,93721618.0,1070264414.0,1000395758.0,974532474.0,61157030.79,55481294.38
CA,2016,109398544350.0,86882098.0,906378687.0,840661677.0,815302393.0,51816517.0,47007640.0
CA,2017,100631719827.0,97686282.0,861360512.0,778235144.0,775264246.0,48978495.0,44433001.0
CA,2018,102168999988.0,88584792.0,846478021.0,781885408.0,761916058.0,48114516.0,43649192.0
CA,2019,97359834054.0,75141296.0,793933611.0,741241506.0,714703676.0,45055291.0,40873896.0
CA,2020,104057704243.0,72138447.0,842680389.0,796132504.0,760810019.0,47887789.0,43443143.0
CA,2021,109235189101.0,67769715.0,871137569.0,830051975.0,786853183.0,49686334.0,45074747.0
CA,2022,108277483125.0,63383557.0,860324335.0,765750220.0,776097665.0,48995823.0,44448299.0
CA,2023,106137081033.0,61866633.0,841271034.0,748326413.0,759440502.0,47795913.0,43359787.0
CA,2024,97548285658.0,58032798.0,767934359.0,681143617.0,692539700.0,43645341.0,39594436.0
CO,2013,44422433661.0,3569300.0,451578088.0,445175454.0,108880967.0,43416640.53,39387317.85
CO,2014,44508589182.0,3364200.0,445700384.0,439587164.0,115036342.0,42409466.699999996,38473615.75
CO,2015,43191909098.0,3279316.0,433108522.0,427133658.0,110255226.0,41240683.75,37413302.93
CO,2016,42635088936.0,3782454.0,421432872.0,415472798.0,114032322.0,39765104.0,36074666.0
CO,2017,41781707554.0,3805660.0,417475217.0,411625838.0,114691727.0,39373758.0,35719641.0
CO,2018,42792382004.0,3371376.0,421264287.0,416078355.0,141624538.0,38264015.0,34712891.0
CO,2019,42425580672.0,2905665.0,416665130.0,412092257.0,145856255.0,37380815.0,33911653.0
CO,2020,37461110525.0,2594585.0,372869231.0,368710925.0,156782010.0,32045348.0,29071087.0
CO,2021,38189623916.0,3211604.0,382172408.0,377194822.0,135578094.0,34313215.0,31128466.0
CO,2022,37195736318.0,2854973.0,372302268.0,367907009.0,144382614.0,32781761.0,29739147.0
CO,2023,36055311947.0,2696160.0,353294748.0,349084845.0,150201446.0,30401053.0,27579399.0
CO,2024,34446599290.0,2802213.0,336647119.0,332296579.0,156986597.0,28221286.0,25601953.0
CT,2013,18103438735.0,2908649.0,160241748.0,154293136.0,124208191.0,9619091.85,8726382.89
CT,2014,17255958658.0,1852123.0,154094232.0,149627287.0,116692302.0,9317020.96,8452345.92
CT,2015,19535220689.0,1714825.0,167633619.0,164010326.0,134873280.0,9974724.36,9049010.63
CT,2016,19398968980.0,5560700.0,163871009.0,156024656.0,137084884.0,9456226.0,8578640.0
CT,2017,17453302950.0,5574921.0,149736329.0,141770947.0,123916788.0,8679733.0,7874198.0
CT,2018,21623546330.0,5852150.0,179771962.0,171398661.0,151962881.0,10572693.0,9591484.0
CT,2019,22459587649.0,5819140.0,182556433.0,174284763.0,159004111.0,10490042.0,9516510.0
CT,2020,24623960357.0,5397608.0,196428761.0,188755337.0,172111485.0,11227675.0,10185591.0
CT,2021,25818040954.0,5662658.0,205081324.0,197108410.0,178119588.0,12058853.0,10939621.0
CT,2022,25739266904.0,5320070.0,202613545.0,195124572.0,178536602.0,11857574.0,10757018.0
CT,2023,25857102040.0,5547229.0,201463356.0,193565508.0,181696355.0,11742872.0,10652967.0
CT,2024,26827052395.0,5714242.0,208294787.0,200200229.0,188868323.0,12127166.0,11001595.0
DC,2013,65852080.0,0.0,918139.0,918139.0,900137.0,53711.13,48726.42
DC,2014,67612160.0,38176.0,911924.0,784669.0,894043.0,53347.18,48396.25
DC,2015,22751000.0,1710.0,669721.0,664020.0,654238.0,39242.58,35600.64
DC,2016,23702623.0,72728.0,881949.0,639564.0,834562.0,52419.0,47554.0
DC,2017,19704000.0,25099.0,696712.0,613047.0,683053.0,40757.0,36975.0
DC,2018,22770091.0,53982.0,807007.0,627070.0,790521.0,47210.0,42828.0
DC,2019,110123040.0,130209.0,2077383.0,1643367.0,1924530.0,121526.0,110248.0
DC,2020,133556589.0,146172.0,2033536.0,1548743.0,1881396.0,118609.0,107601.0
DC,2021,137077103.0,160488.0,2122090.0,1589586.0,1970406.0,123779.0,112291.0
DC,2022,80289949.0,81893.0,1202495.0,930949.0,1064519.0,70139.0,63630.0
DC,2023,89263360.0,104212.0,1382157.0,1035534.0,1255636.0,80628.0,73144.0
DC,2024,99629759.0,106812.0,1507427.0,1152155.0,1368779.0,87930.0,79768.0
DE,2013,7498920411.0,1668238.0,75045725.0,72313700.0,54785752.0,5204779.449999999,4721744.96
DE,2014,7346124249.0,2056870.0,72112953.0,68765607.0,57701324.0,4713891.350000001,4276414.16
DE,2015,7441988568.0,1429378.0,71060257.0,68727626.0,59963741.0,4509498.86,4090990.54
DE,2016,8329389688.0,6521686.0,77512844.0,67815075.0,68404627.0,4809801.0,4363423.0
DE,2017,7107398502.0,5691512.0,64627053.0,56231451.0,57686877.0,4001553.0,3630182.0
DE,2018,5874366922.0,5358231.0,56079096.0,48160830.0,48487785.0,3519833.0,3193173.0
DE,2019,4944077618.0,7348727.0,48187397.0,37324035.0,44255010.0,2920802.0,2649731.0
DE,2020,4928429370.0,7584917.0,48859198.0,37643558.0,45236367.0,2939521.0,2666693.0
DE,2021,4027679631.0,6474907.0,43013811.0,33413433.0,37131380.0,2716400.0,2464281.0
DE,2022,4962652958.0,5739994.0,48797652.0,40281144.0,44441587.0,2956876.0,2682437.0
DE,2023,4374250769.0,7030880.0,44527665.0,34121703.0,42564423.0,2617159.0,2374250.0
DE,2024,4367997286.0,5677878.0,44348228.0,35921395.0,40220651.0,2707110.0,2455851.0
FL,2013,190690352563.0,21637317.0,1663606780.0,1627041989.0,1129730280.0,119959717.99,108826742.26
FL,2014,196559842112.0,20077138.0,1710423457.0,1676655617.0,1135806958.0,124720497.91,113145693.47
FL,2015,203659813279.0,20353541.0,1753294502.0,1719974977.0,1240529832.0,123306759.22,111863157.99
FL,2016,203735333704.0,23889967.0,1751851596.0,1717098156.0,1276393159.0,121680891.0,110388178.0
FL,2017,203049588169.0,23286725.0,1723349994.0,1689747685.0,1280416434.0,118429405.0,107438446.0
FL,2018,207306507130.0,24370064.0,1735376274.0,1700297687.0,1340200060.0,115971845.0,105208967.0
FL,2019,207793869210.0,25419235.0,1693143615.0,1656555379.0,1377419385.0,109066907.0,98944851.0
FL,2020,210648019479.0,25294077.0,1690698935.0,1654097077.0,1413987824.0,106611499.0,96716428.0
FL,2021,205135267162.0,27828275.0,1664282811.0,1623961032.0,1376467083.0,106179311.0,96324361.0
FL,2022,212964160765.0,25240785.0,1707694929.0,1670984442.0,1442920811.0,107602251.0,97615231.0
FL,2023,212737883365.0,20057136.0,1665839739.0,1637134239.0,1450101433.0,103324809.0,93734803.0
FL,2024,215512451234.0,21269231.0,1675734690.0,1645522374.0,1498993320.0,101969293.0,92505102.0
GA,2013,80920770953.0,18470094.0,729673081.0,700579118.0,316267172.0,62624023.22,56812141.11
GA,2014,86698203440.0,17576632.0,795663570.0,768438333.0,326354455.0,68911335.69,62515953.76
GA,2015,87941784908.0,28851266.0,800389250.0,756753812.0,408194656.0,65337709.07,59273980.81
GA,2016,91062333236.0,20491828.0,813761824.0,785146215.0,415810057.0,66309461.0,60155547.0
GA,2017,85571932863.0,21873644.0,754877204.0,724702872.0,407590925.0,60418220.0,54811056.0
GA,2018,84668023083.0,22850528.0,756071686.0,724735828.0,412525408.0,60409754.0,54803367.0
GA,2019,84205620652.0,21582122.0,739894353.0,709957374.0,461802536.0,56298998.0,51074113.0
GA,2020,73381197573.0,24318687.0,626460049.0,593153568.0,459731018.0,43943397.0,39864830.0
GA,2021,76006736551.0,26416615.0,655950169.0,619412106.0,442386128.0,48023587.0,43566322.0
GA,2022,77206442767.0,32957775.0,673515201.0,628952532.0,471906750.0,48250219.0,43771910.0
GA,2023,77139713548.0,32452130.0,664591205.0,620679152.0,469259595.0,47448313.0,43044439.0
GA,2024,75096813674.0,26949036.0,649945364.0,612469605.0,446132970.0,47088360.0,42717893.0
HI,2013,9272429556.0,5601553.0,95389189.0,89046770.0,13322618.0,8188090.62,7428187.0600000005
HI,2014,9079396717.0,6075152.0,95172753.0,87734340.0,13087208.0,8209928.75,7447998.4799999995
HI,2015,8969893575.0,6282690.0,94077639.0,86092569.0,13141525.0,8108571.74,7356048.03
HI,2016,8811930618.0,1641312.0,93092276.0,91845327.0,12769983.0,7999282.0,7256900.0
HI,2017,8704635705.0,1503961.0,91284582.0,90810056.0,12729340.0,7853168.0,7124347.0
HI,2018,8564835791.0,1456323.0,91781377.0,90122439.0,12988102.0,7933502.0,7197225.0
HI,2019,8573427305.0,1533971.0,93225151.0,90798392.0,13390168.0,8087625.0,7337044.0
HI,2020,7685501142.0,1293968.0,85081456.0,83053771.0,12140396.0,7074902.0,6418251.0
HI,2021,7784275746.0,1183357.0,85155138.0,84130446.0,12186406.0,7086444.0,6428721.0
HI,2022,7877232335.0,1620578.0,86671999.0,83669704.0,12849294.0,7084130.0,6426621.0
HI,2023,7675272780.0,1549363.0,83431404.0,80694169.0,13227452.0,6651930.0,6034536.0
HI,2024,7650315976.0,1498792.0,82303339.0,79675671.0,12914866.0,6545186.0,5937696.0
IA,2013,34873813058.0,26858659.0,411431497.0,365260395.0,38747255.0,43182401.06,39174817.29
IA,2014,35249209550.0,26037708.0,411213749.0,366909257.0,35793269.0,43333711.38,39312085.08
IA,2015,32324552536.0,26039791.0,371319184.0,327802015.0,41088860.0,38627792.28,35042903.230000004
IA,2016,28449187950.0,43900849.0,330820419.0,270238377.0,44073364.0,33306581.0,30215540.0
IA,2017,30074778294.0,41589244.0,341711297.0,284203352.0,56859564.0,33798122.0,30661460.0
IA,2018,36003633591.0,41817864.0,390077444.0,333368627.0,77930403.0,37756947.0,34252879.0
IA,2019,30081647082.0,43622957.0,336784054.0,276205084.0,78832980.0,32019844.0,29048218.0
IA,2020,21294769126.0,40300449.0,251722135.0,194428479.0,71890483.0,23297626.0,21135273.0
IA,2021,28702349603.0,43202025.0,333846609.0,270419090.0,75784007.0,31882084.0,28922985.0
IA,2022,25605120583.0,42070735.0,304722859.0,243872436.0,84851067.0,28839278.0,26162584.0
IA,2023,26718750693.0,37977718.0,296054156.0,241826821.0,98667851.0,27109104.0,24592990.0
IA,2024,24276416839.0,36574807.0,272215153.0,219387881.0,94752233.0,24691187.0,22399502.0
ID,2013,3523248975.0,4440254.0,32608132.0,25998033.0,27070385.0,2140393.7,1941752.4
ID,2014,2709008989.0,3725685.0,24883793.0,19659371.0,20065927.0,1644139.29,1491553.4
ID,2015,3958241529.0,2645413.0,33554547.0,29497434.0,30556472.0,2056572.8699999999,1865710.66
ID,2016,3422828976.0,6374899.0,33452363.0,25255845.0,31111975.0,2016002.0,1828906.0
ID,2017,3187849629.0,7374176.0,32528371.0,23038313.0,30090767.0,1952275.0,1771092.0
ID,2018,3382249340.0,5474205.0,32624903.0,25697478.0,30352950.0,1947196.0,1766482.0
ID,2019,4383538080.0,6878192.0,42538172.0,33779110.0,40086793.0,2527369.0,2292814.0
ID,2020,4267748388.0,6686608.0,41324147.0,32799534.0,38972354.0,2448245.0,2221016.0
ID,2021,5044662421.0,6547020.0,47858730.0,39519894.0,45324444.0,2836475.0,2573211.0
ID,2022,4432759279.0,6427312.0,43193518.0,34506548.0,41516767.0,2521366.0,2287346.0
ID,2023,5774937813.0,6485819.0,57038944.0,48278578.0,55492281.0,3309103.0,3001972.0
ID,2024,6377522426.0,7561437.0,66121656.0,55933005.0,63678479.0,3838125.0,3481892.0
IL,2013,94838901885.0,39222261.0,1047003617.0,982268573.0,125929463.0,107818280.85,97812102.66
IL,2014,92838018090.0,34543566.0,1030007048.0,970765085.0,114818386.0,106508699.59,96624058.47
IL,2015,84696440996.0,33373558.0,920723048.0,863546184.0,144855223.0,92896159.72,84274843.26
IL,2016,76894923044.0,38889756.0,838422499.0,782951047.0,201913911.0,79614246.0,72225575.0
IL,2017,73050442656.0,41926471.0,821905253.0,762276303.0,199264154.0,77899348.0,70669830.0
IL,2018,76940361262.0,40858547.0,836714066.0,779029279.0,195297722.0,79653052.0,72260778.0
IL,2019,70179905682.0,38548908.0,753467623.0,699069076.0,218168295.0,69484150.0,63035601.0
IL,2020,55784482952.0,37535102.0,617584523.0,564637215.0,270548556.0,52372512.0,47511598.0
IL,2021,63905821760.0,39219519.0,694764574.0,639379624.0,223504734.0,63015493.0,57166757.0
IL,2022,60386186189.0,36747209.0,640842370.0,588389279.0,195806131.0,59299772.0,53795909.0
IL,2023,55620610132.0,33050116.0,548031276.0,499842195.0,244402955.0,46502262.0,42186190.0
IL,2024,57123536311.0,32412722.0,558914381.0,511927632.0,252340384.0,47282278.0,42893806.0
IN,2013,103412143607.0,20755793.0,1107424403.0,1074070585.0,210517046.0,110175534.48,99950589.22
IN,2014,108551926485.0,20825371.0,1159548450.0,1125173736.0,247853485.0,115339824.93,104635602.78
IN,2015,95872293939.0,22039995.0,1019804292.0,980910410.0,294882420.0,98154477.84,89045158.15
IN,2016,93178784769.0,39783655.0,1003223640.0,941833526.0,320892137.0,94128281.0,85392620.0
IN,2017,90525851100.0,24963225.0,952151231.0,911708386.0,307072009.0,90310855.0,81929467.0
IN,2018,104446026930.0,27490234.0,1084826387.0,1039420139.0,368252989.0,100919459.0,91553529.0
IN,2019,92973829887.0,33106187.0,956348050.0,903867052.0,403803658.0,85806989.0,77843592.0
IN,2020,80014849834.0,29729259.0,822793946.0,772576118.0,391494317.0,71485635.0,64850757.0
IN,2021,82218452538.0,28781111.0,869111405.0,820133603.0,382413406.0,77640595.0,70434446.0
IN,2022,83641096933.0,28711827.0,883329158.0,834282750.0,408219698.0,77701520.0,70489713.0
IN,2023,75877630487.0,28981630.0,799834116.0,748196504.0,409837557.0,67519103.0,61252372.0
IN,2024,80505800728.0,27928069.0,812247001.0,762658566.0,405185812.0,67722949.0,61437298.0
KS,2013,31798563905.0,1327845.0,354425129.0,349999794.0,47291656.0,36514070.71,33125347.669999998
KS,2014,30249686443.0,1422626.0,338538970.0,333797082.0,41888019.0,35046018.14,31793539.060000002
KS,2015,25815738501.0,926120.0,290134035.0,287046970.0,34109422.0,30138033.31,27341044.55
KS,2016,25151594570.0,2804593.0,277030586.0,272663320.0,39435396.0,28397619.0,25762154.0
KS,2017,21590843344.0,2686885.0,240723856.0,236522743.0,37540085.0,24512035.0,22237173.0
KS,2018,23531714042.0,2606731.0,260167986.0,255530381.0,46638700.0,26177032.0,23747638.0
KS,2019,20417203970.0,2551980.0,230390494.0,226292696.0,44499306.0,23020745.0,20884284.0
KS,2020,19836859460.0,2350540.0,223252986.0,219371597.0,40610948.0,22427288.0,20345719.0
KS,2021,22207578802.0,1970533.0,247989235.0,244385255.0,40433135.0,25122684.0,22790937.0
KS,2022,23368367043.0,1730086.0,262868219.0,259520215.0,49100556.0,26324228.0,23880964.0
KS,2023,20718667043.0,2027869.0,230767691.0,226953850.0,57724868.0,22354485.0,20279676.0
